126	2006-09-18	86	14
127	2006-09-09	86	72
128	2006-09-08	86	73
129	2006-08-11	85	76
130	2006-07-15	84	62
131	2006-06-11	83	11
132	2006-06-10	83	4
133	2006-06-09	83	5
134	2006-05-12	82	13
135	2006-04-27	81	48
136	2006-03-29	80	87
137	2005-11-12	78	53
138	2005-10-15	77	9
139	2005-09-28	76	90
140	2005-09-11	75	14
141	2005-09-10	75	73
142	2005-09-09	75	72
143	2005-08-12	74	76
144	2005-07-16	73	62
145	2005-07-01	72	93
146	2005-06-12	71	22
147	2005-06-11	71	34
148	2005-06-10	71	7
149	2005-05-18	70	41
150	2005-04-20	68	48
151	2005-03-23	68	87
152	2004-11-13	66	53
153	2004-10-13	65	16
154	2004-09-29	64	90
155	2004-09-12	63	60
156	2004-09-11	63	72
157	2004-09-10	63	73
158	2004-08-13	62	76
159	2004-07-17	61	62
160	2004-06-25	60	89
161	2004-06-12	59	86
162	2004-06-11	59	59
163	2004-05-19	58	41
164	2004-04-23	57	8
165	2004-03-30	56	87
166	2003-11-15	54	27
167	2003-10-18	53	53
168	2003-10-01	52	90
169	2003-09-14	51	12
170	2003-09-13	51	73
171	2003-09-12	51	72
172	2003-08-08	50	76
173	2003-07-12	49	79
174	2003-06-14	48	77
175	2003-06-13	48	33
176	2003-05-15	47	41
177	2003-04-30	46	89
178	2003-03-26	45	87
179	2002-11-13	43	46
180	2002-10-19	42	53
181	2002-10-02	41	90
182	2002-09-16	40	52
183	2002-09-15	40	73
184	2002-09-14	40	72
185	2002-08-07	39	35
186	2002-07-13	38	64
187	2002-06-19	37	89
188	2002-05-15	36	27
189	2002-04-27	35	82
190	2002-04-26	35	81
191	2002-04-25	35	83
192	2002-04-24	35	84
193	2002-03-20	34	47
194	2001-11-13	32	87
195	2001-10-20	31	53
196	2001-10-03	30	90
197	2001-09-16	29	92
198	2001-09-14	29	72
199	2001-09-14	29	73
200	2001-08-01	28	35
201	2001-07-14	27	64
202	2001-06-13	26	89
203	2001-05-17	25	41
204	2001-04-24	24	74
205	2001-03-21	22	36
206	2000-11-14	21	87
207	2000-10-14	20	27
208	2000-09-27	19	90
209	2000-09-10	18	50
210	2000-09-09	18	73
211	2000-09-08	18	72
212	2000-08-17	17	35
213	2000-07-15	16	3
214	2000-06-14	15	53
215	2000-05-11	14	41
216	2000-03-22	12	89
217	1999-11-16	10	87
218	1999-10-16	9	27
219	1999-10-07	8	90
220	1999-09-12	7	50
221	1999-09-11	7	73
222	1999-09-11	7	72
223	1999-08-17	6	56
224	1999-07-17	5	3
225	1999-06-09	4	1
226	1999-05-18	3	41
227	1999-03-24	2	64
228	1998-11-10	190	87
229	1998-10-17	191	27
230	1998-09-30	192	90
231	1998-09-13	193	42
232	1998-09-12	195	72
233	1998-09-12	195	73
234	1998-08-18	196	56
235	1998-07-18	197	3
236	1998-06-11	198	53
237	1998-05-19	199	41
238	1998-04-25	201	19
239	1998-04-25	201	18
240	1998-03-25	202	74
241	1997-11-11	203	87
242	1997-10-19	204	27
243	1997-10-01	205	90
244	1997-08-31	206	38
245	1997-08-30	207	72
246	1997-08-29	208	73
247	1997-08-20	209	1
248	1997-07-12	210	3
249	1997-06-11	211	53
250	1997-05-14	212	41
251	1997-04-23	213	44
252	1997-03-12	214	74
253	1996-11-12	215	87
254	1996-10-19	216	27
255	1996-09-25	217	90
256	1996-09-15	218	42
257	1996-09-14	219	72
258	1996-09-13	220	73
259	1996-08-15	221	91
260	1996-07-13	222	3
261	1996-06-12	223	30
262	1996-05-22	224	41
263	1996-04-17	225	15
264	1996-03-27	226	74
265	1995-11-15	227	87
266	1995-10-14	228	27
267	1995-09-27	229	90
268	1995-09-17	230	42
269	1995-09-16	231	72
270	1995-09-15	232	73
271	1995-08-16	233	15
272	1995-07-11	234	3
273	1995-06-07	235	30
274	1995-05-03	236	41
275	1995-04-23	237	17
276	1995-04-22	238	68
277	1995-03-29	239	74
278	1994-12-07	240	90
279	1994-11-15	241	87
280	1994-10-08	242	27
281	1994-09-28	243	90
282	1994-09-10	245	72
283	1994-09-10	245	73
284	1994-08-10	246	63
285	1994-07-09	247	3
286	1994-06-09	248	30
287	1994-06-08	249	30
288	1994-05-14	250	61
289	1994-04-10	251	77
290	1994-04-09	252	77
291	1994-04-08	253	77
292	1994-03-23	254	29
293	1993-09-15	255	90
294	1993-08-11	256	30
295	1993-07-10	257	31
296	1993-06-12	258	27
297	1993-05-08	259	29
298	1993-04-17	260	32
299	1993-03-13	261	55
300	1993-02-13	262	61
301	1993-01-09	263	58
302	1992-12-29	265	57
303	1992-12-29	265	58
304	1992-12-17	266	90
305	1992-11-14	267	61
306	1992-10-10	268	27
307	1992-09-12	269	88
